Character	Role	Event	Context
Anne Elliot	agent	had	While well , and happy , and properly attended to , she had great good humour and excellent spirits ; but any indisposition sunk her completely . 
Anne Elliot	agent	sunk	While well , and happy , and properly attended to , she had great good humour and excellent spirits ; but any indisposition sunk her completely . 
Anne Elliot	agent	lying	"She was now lying on the faded sofa of the pretty little drawing - room , the once elegant furniture of which had been gradually growing shabby , under the influence of four summers and two children ; and , on Anne 's appearing , greeted her with-- "" So , you are come at last ! "
Anne Elliot	agent	greeted	"She was now lying on the faded sofa of the pretty little drawing - room , the once elegant furniture of which had been gradually growing shabby , under the influence of four summers and two children ; and , on Anne 's appearing , greeted her with-- "" So , you are come at last ! "
Anne Elliot	agent	began	I began to think I should never see you . 
Anne Elliot	agent	see	I began to think I should never see you . 
Anne Elliot	agent	speak	I am so ill I can hardly speak . I have not seen a creature the whole morning ! 
Anne Elliot	agent	seen	I am so ill I can hardly speak . I have not seen a creature the whole morning ! 
Anne Elliot	agent	replied	""" I am sorry to find you unwell , "" replied Anne . "
Anne Elliot	agent	sent	""" You sent me such a good account of yourself on Thursday ! "" "
Anne Elliot	agent	made	""" Yes , I made the best of it ; I always do : but I was very far from well at the time ; and I do not think I ever was so ill in my life as I have been all this morning : very unfit to be left alone , I am sure . "
