Character	Role	Event	Context
Elizabeth Bennet	agent	seen	When the ladies removed after dinner Elizabeth ran up to her sister , and seeing her well guarded from cold , attended her into the drawing - room , where she was welcomed by her two friends with many professions of pleasure ; and Elizabeth had never seen them so agreeable as they were during the hour which passed before the gentlemen appeared . 
Elizabeth Bennet	agent	saw	Elizabeth , at work in the opposite corner , saw it all with great delight . 
Elizabeth Bennet	agent	dying	She was dying to know what could be his meaning -- and asked Elizabeth whether she could at all understand him . 
Elizabeth Bennet	agent	understand	She was dying to know what could be his meaning -- and asked Elizabeth whether she could at all understand him . 
Elizabeth Bennet	agent	allowed	“ I have not the smallest objection to explaining them , ” said he , as soon as she allowed him to speak . 
Elizabeth Bennet	agent	choose	“ You either choose this method of passing the evening because you are in each other ’s confidence , and have secret affairs to discuss , or because you are conscious that your figures appear to the greatest advantage in walking : if the first , I should be completely in your way ; and if the second , I can admire you much better as I sit by the fire . ” 
Elizabeth Bennet	agent	said	How shall we punish him for such a speech ? ” “ Nothing so easy , if you have but the inclination , ” said Elizabeth . 
Elizabeth Bennet	agent	cried	Mr. Darcy may hug himself . ” “ Mr. Darcy is not to be laughed at ! ” cried Elizabeth . 
Elizabeth Bennet	agent	hope	“ That is an uncommon advantage , and uncommon I hope it will continue , for it would be a great loss to _ me _ to have many such acquaintance . 
Elizabeth Bennet	agent	love	I dearly love a laugh . ” 
Elizabeth Bennet	agent	replied	The wisest and best of men,--nay , the wisest and best of their actions,--may be rendered ridiculous by a person whose first object in life is a joke . ” “ Certainly , ” replied Elizabeth , “ there are such people , but I hope I am not one of _ them _ . 
Elizabeth Bennet	agent	hope	The wisest and best of men,--nay , the wisest and best of their actions,--may be rendered ridiculous by a person whose first object in life is a joke . ” “ Certainly , ” replied Elizabeth , “ there are such people , but I hope I am not one of _ them _ . 
Elizabeth Bennet	agent	hope	I hope I never ridicule what is wise or good . 
Elizabeth Bennet	agent	ridicule	I hope I never ridicule what is wise or good . 
Elizabeth Bennet	agent	own	Follies and nonsense , whims and inconsistencies , _ do _ divert me , I own , and I 
Elizabeth Bennet	agent	suppose	But these , I suppose , are precisely what you are without . ” “ Perhaps that is not possible for anyone . 
Elizabeth Bennet	agent	turned	Elizabeth turned away to hide a smile . 
Elizabeth Bennet	agent	cried	“ _ That _ is a failing , indeed ! ” cried Elizabeth . 
Elizabeth Bennet	agent	wrote	In consequence of an agreement between the sisters , Elizabeth wrote the next morning to her mother , to beg that the carriage might be sent for them in the course of the day . 
Elizabeth Bennet	agent	expect	Against staying longer , however , Elizabeth was positively resolved -- nor did she much expect it would be asked ; and fearful , on the contrary , of being considered as intruding themselves needlessly long , she urged Jane to borrow Mr. Bingley ’s carriage immediately , and 
Elizabeth Bennet	agent	urged	Against staying longer , however , Elizabeth was positively resolved -- nor did she much expect it would be asked ; and fearful , on the contrary , of being considered as intruding themselves needlessly long , she urged Jane to borrow Mr. Bingley ’s carriage immediately , and 
Elizabeth Bennet	agent	attracted	She attracted him more than he liked ; and Miss Bingley was uncivil to _ her _ and more teasing than usual to himself . 
Elizabeth Bennet	agent	took	Elizabeth took leave of the whole party in the liveliest spirits . 
Elizabeth Bennet	agent	attempted	Jane and Elizabeth attempted to explain to her the nature of an entail . 
Elizabeth Bennet	agent	think	“ He must be an oddity , I think , ” said she . 
Elizabeth Bennet	agent	said	“ He must be an oddity , I think , ” said she . 
Elizabeth Bennet	agent	make	“ I can not make him out . 
Elizabeth Bennet	agent	think	“ No , my dear ; I think not . 
Elizabeth Bennet	agent	have	I have great hopes of finding him quite the reverse . 
Elizabeth Bennet	agent	succeeded	Elizabeth , equally next to Jane in birth and beauty , succeeded her of course . 
Elizabeth Bennet	agent	related	As they walked home , Elizabeth related to Jane what she had seen pass between the two gentlemen ; but though Jane would have defended either or both , had they appeared to be wrong , she could no more explain such behaviour than her sister . 
Elizabeth Bennet	agent	explain	As they walked home , Elizabeth related to Jane what she had seen pass between the two gentlemen ; but though Jane would have defended either or both , had they appeared to be wrong , she could no more explain such behaviour than her sister . 
Elizabeth Bennet	agent	seen	As they walked home , Elizabeth related to Jane what she had seen pass between the two gentlemen ; but though Jane would have defended either or both , had they appeared to be wrong , she could no more explain such behaviour than her sister . 
Elizabeth Bennet	agent	felt	The gentlemen did approach : and when Mr. Wickham walked into the room , Elizabeth felt that she had neither been seeing him before , nor thinking of him since , with the smallest degree of unreasonable admiration . 
Elizabeth Bennet	agent	seeing	The gentlemen did approach : and when Mr. Wickham walked into the room , Elizabeth felt that she had neither been seeing him before , nor thinking of him since , with the smallest degree of unreasonable admiration . 
Elizabeth Bennet	agent	thinking	The gentlemen did approach : and when Mr. Wickham walked into the room , Elizabeth felt that she had neither been seeing him before , nor thinking of him since , with the smallest degree of unreasonable admiration . 
Elizabeth Bennet	agent	feel	Mr. Wickham was the happy man towards whom almost every female eye was turned , and Elizabeth was the happy woman by whom he finally seated himself ; and the agreeable manner in which he immediately fell into conversation , though it was only on its being a wet night , and on the probability of a rainy season , made her feel that the commonest , dullest , most threadbare topic might be rendered interesting by the skill of the speaker . With such rivals for the notice of the fair as Mr. Wickham and the officers , Mr. Collins seemed to sink into insignificance ; to the young ladies he certainly was nothing ; but he had still at intervals a kind listener in Mrs. Philips , and was , by her watchfulness , most abundantly supplied with coffee and muffin . 
Elizabeth Bennet	agent	wished	, she soon grew too much interested in the game , too eager in making bets and exclaiming after prizes , to have attention for anyone in particular . Allowing for the common demands of the game , Mr. Wickham was therefore at leisure to talk to Elizabeth , and she was very willing to hear him , though what she chiefly wished to hear she could not hope to be told , the history of his acquaintance with Mr. Darcy . 
Elizabeth Bennet	agent	hope	, she soon grew too much interested in the game , too eager in making bets and exclaiming after prizes , to have attention for anyone in particular . Allowing for the common demands of the game , Mr. Wickham was therefore at leisure to talk to Elizabeth , and she was very willing to hear him , though what she chiefly wished to hear she could not hope to be told , the history of his acquaintance with Mr. Darcy . 
