Character	Role	Event	Context
Fanny Price	agent	wonder	Fanny could not wonder that Edmund was at the Parsonage every morning ; she would gladly have been there too , might she have gone in uninvited and unnoticed , to hear the harp ; neither could she wonder that , when the evening stroll was over , and the two families parted again , he should think it right to attend Mrs. Grant and her sister to their home , while Mr. Crawford was devoted to the ladies of the Park ; but she thought it a very bad exchange ; and if Edmund were not there to mix the wine and water for her , would rather go without it than not . 
Fanny Price	agent	wonder	Fanny could not wonder that Edmund was at the Parsonage every morning ; she would gladly have been there too , might she have gone in uninvited and unnoticed , to hear the harp ; neither could she wonder that , when the evening stroll was over , and the two families parted again , he should think it right to attend Mrs. Grant and her sister to their home , while Mr. Crawford was devoted to the ladies of the Park ; but she thought it a very bad exchange ; and if Edmund were not there to mix the wine and water for her , would rather go without it than not . 
Fanny Price	agent	gone	Fanny could not wonder that Edmund was at the Parsonage every morning ; she would gladly have been there too , might she have gone in uninvited and unnoticed , to hear the harp ; neither could she wonder that , when the evening stroll was over , and the two families parted again , he should think it right to attend Mrs. Grant and her sister to their home , while Mr. Crawford was devoted to the ladies of the Park ; but she thought it a very bad exchange ; and if Edmund were not there to mix the wine and water for her , would rather go without it than not . 
Fanny Price	agent	wonder	Fanny could not wonder that Edmund was at the Parsonage every morning ; she would gladly have been there too , might she have gone in uninvited and unnoticed , to hear the harp ; neither could she wonder that , when the evening stroll was over , and the two families parted again , he should think it right to attend Mrs. Grant and her sister to their home , while Mr. Crawford was devoted to the ladies of the Park ; but she thought it a very bad exchange ; and if Edmund were not there to mix the wine and water for her , would rather go without it than not . 
Fanny Price	agent	scrupled	Edmund was fond of speaking to her of Miss Crawford , but he seemed to think it enough that the Admiral had since been spared ; and she scrupled to point out her own remarks to him , lest it should appear like ill - nature . 
Fanny Price	agent	rode	returned with it in excellent time , before either Fanny or the steady old coachman , who always attended her when she rode without her cousins , were ready to set forward . 
Fanny Price	agent	went	To avoid her aunt , and look for him , she went out . 
Fanny Price	agent	saw	The houses , though scarcely half a mile apart , were not within sight of each other ; but , by walking fifty yards from the hall door , she could look down the park , and command a view of the Parsonage and all its demesnes , gently rising beyond the village road ; and in Dr. Grant ’s meadow she immediately saw the group — Edmund and Miss Crawford both on horse - back , riding side by side , Dr. and Mrs. Grant , and Mr. Crawford , with two or three grooms , standing about and looking on . 
Fanny Price	agent	wondered	It was a sound which did not make _ her _ cheerful ; she wondered that Edmund should forget her , and felt a pang . 
Fanny Price	agent	felt	It was a sound which did not make _ her _ cheerful ; she wondered that Edmund should forget her , and felt a pang . 
Fanny Price	agent	turn	She could not turn her eyes from the meadow ; she could not help watching all that passed . 
Fanny Price	agent	help	She could not turn her eyes from the meadow ; she could not help watching all that passed . 
Fanny Price	agent	sat	At first Miss Crawford and her companion made the circuit of the field , which was not small , at a foot ’s pace ; then , at _ her _ apparent suggestion , they rose into a canter ; and to Fanny ’s timid nature it was most astonishing to see how well she sat . 
