Character	Role	Event	Context
Elinor Dashwood	agent	find	Her insipidity was invariable , for even her spirits were always the same ; and though she did not oppose the parties arranged by her husband , provided every thing were conducted in style and her two eldest children attended her , she never appeared to receive more enjoyment from them than she might have experienced in sitting at home;-- and so little did her presence add to the pleasure of the others , by any share in their conversation , that they were sometimes only reminded of her being amongst them by her solicitude about her troublesome boys . In Colonel Brandon alone , of all her new acquaintance , did Elinor find a person who could in any degree claim the respect of abilities , excite the interest of friendship , or give pleasure as a companion . Willoughby was out of the question . 
Elinor Dashwood	agent	had	"Colonel Brandon , unfortunately for himself , had no such encouragement to think only of Marianne , and in conversing with Elinor he found the greatest consolation for the indifference of her sister . Elinor 's compassion for him increased , as she had reason to suspect that the misery of disappointed love had already been known to him . This suspicion was given by some words which accidently dropped from him one evening at the park , when they were sitting down together by mutual consent , while the others were dancing . His eyes were fixed on Marianne , and , after a silence of some minutes , he said , with a faint smile , "" Your sister , I understand , does not approve of second attachments . "" "
Elinor Dashwood	agent	replied	""" No , "" replied Elinor , "" her opinions are all romantic . "
Elinor Dashwood	agent	agree	""" I can not agree with you there , "" said Elinor . "
Elinor Dashwood	agent	said	""" I can not agree with you there , "" said Elinor . "
Elinor Dashwood	agent	look	Her systems have all the unfortunate tendency of setting propriety at nought ; and a better acquaintance with the world is what I look forward to as her greatest possible advantage . 
Elinor Dashwood	agent	attempted	Elinor attempted no more . 
Elinor Dashwood	agent	walking	CHAPTER 12 As Elinor and Marianne were walking together the next morning the latter communicated a piece of news to her sister , which in spite of all that she knew before of Marianne 's imprudence and want of thought , surprised her by its extravagant testimony of both . 
Elinor Dashwood	agent	ventured	As to an additional servant , the expense would be a trifle ; Mamma she was sure would never object to it ; and any horse would do for HIM ; he might always get one at the park ; as to a stable , the merest shed would be sufficient . Elinor then ventured to doubt the propriety of her receiving such a present from a man so little , or at least so lately known to her . 
Elinor Dashwood	agent	receiving	As to an additional servant , the expense would be a trifle ; Mamma she was sure would never object to it ; and any horse would do for HIM ; he might always get one at the park ; as to a stable , the merest shed would be sufficient . Elinor then ventured to doubt the propriety of her receiving such a present from a man so little , or at least so lately known to her . 
Elinor Dashwood	agent	said	""" You are mistaken , Elinor , "" said she warmly , "" in supposing I know very little of Willoughby . "
Elinor Dashwood	agent	know	""" You are mistaken , Elinor , "" said she warmly , "" in supposing I know very little of Willoughby . "
Elinor Dashwood	agent	known	I have not known him long indeed , but I am much better acquainted with him , than I am with any other creature in the world , except yourself and mama . It is not time or opportunity that is to determine intimacy;-- it is disposition alone . 
Elinor Dashwood	agent	hold	Seven years would be insufficient to make some people acquainted with each other , and seven days are more than enough for others . I should hold myself guilty of greater impropriety in accepting a horse from my brother , than from Willoughby . 
Elinor Dashwood	agent	know	Of John I know very little , though we have lived together for years ; but of Willoughby my judgment has long been formed . 
Elinor Dashwood	agent	formed	Of John I know very little , though we have lived together for years ; but of Willoughby my judgment has long been formed . 
Elinor Dashwood	agent	thought	""" Elinor thought it wisest to touch that point no more . "
Elinor Dashwood	agent	knew	She knew her sister 's temper . 
Elinor Dashwood	agent	heard	"She was faithful to her word ; and when Willoughby called at the cottage , the same day , Elinor heard her express her disappointment to him in a low voice , on being obliged to forego the acceptance of his present . The reasons for this alteration were at the same time related , and they were such as to make further entreaty on his side impossible . His concern however was very apparent ; and after expressing it with earnestness , he added , in the same low voice,--""But , Marianne , the horse is still yours , though you can not use it now . I shall keep it only till you can claim it . "
