Character	Role	Event	Context
Emma Woodhouse	agent	read	Has Emma read it all ? 
Emma Woodhouse	agent	speak	She was happy , she knew she was happy , and knew she ought to be happy . Her congratulations were warm and open ; but Emma could not speak so fluently . 
Emma Woodhouse	agent	say	Mr. Weston , however , too eager to be very observant , too communicative to want others to talk , was very well satisfied with what she did say , and soon moved away to make the rest of his friends happy by a partial communication of what the whole room must have overheard already . 
Emma Woodhouse	agent	doubted	The remaining five were left to their own powers , and Emma doubted their getting on very well ; for Mr. Knightley seemed little disposed for conversation ; Mrs. Elton was wanting notice , which nobody had inclination to pay , and she was herself in a worry of spirits which would have made her prefer being silent . 
Emma Woodhouse	agent	seemed	The remaining five were left to their own powers , and Emma doubted their getting on very well ; for Mr. Knightley seemed little disposed for conversation ; Mrs. Elton was wanting notice , which nobody had inclination to pay , and she was herself in a worry of spirits which would have made her prefer being silent . 
Emma Woodhouse	agent	have	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
Emma Woodhouse	agent	hope	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
Emma Woodhouse	agent	said	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
Emma Woodhouse	agent	do	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
Emma Woodhouse	agent	find	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
Emma Woodhouse	agent	send	"Mr. John Knightley proved more talkative than his brother . He was to leave them early the next day ; and he soon began with-- "" Well , Emma , I do not believe I have any thing more to say about the boys ; but you have your sister 's letter , and every thing is down at full length there we may be sure . My charge would be much more concise than her 's , and probably not much in the same spirit ; all that I have to recommend being comprised in , do not spoil them , and do not physic them . "" "" I rather hope to satisfy you both , "" said Emma , "" for I shall do all in my power to make them happy , which will be enough for Isabella ; and happiness must preclude false indulgence and physic . "" "" And if you find them troublesome , you must send them home again . "
