Character	Role	Event	Context
Catherine Morland	agent	meet	I had fifty minds to buy it myself , for it is one of my maxims always to buy a good horse when I meet with one ; but it would not answer my purpose , it would not do for the field . 
Catherine Morland	agent	give	I would give any money for a real good hunter . 
Catherine Morland	agent	have	I have three now , the best that ever were backed . 
Catherine Morland	agent	take	I would not take eight hundred guineas for them . 
Catherine Morland	agent	mean	Fletcher and I mean to get a house in Leicestershire , against the next season . 
Catherine Morland	agent	perceived	Soon after their reaching the bottom of the set , Catherine perceived herself to be earnestly regarded by a gentleman who stood among the lookers - on , immediately behind her partner . 
Catherine Morland	agent	guess	But while she did so , the gentleman retreated , and her partner , coming nearer , said , “ I see that you guess what I have just been asked . 
Catherine Morland	agent	have	That gentleman knows your name , and you have a right to know his . 
Catherine Morland	agent	augured	CHAPTER 11 The morrow brought a very sober - looking morning , the sun making only a few efforts to appear , and Catherine augured from it everything most favourable to her wishes . 
Catherine Morland	agent	sighed	At about eleven o’clock , however , a few specks of small rain upon the windows caught Catherine ’s watchful eye , and “ Oh ! dear , I do believe it will be wet , ” broke from her in a most desponding tone . “ I thought how it would be , ” said Mrs. Allen . “ No walk for me to - day , ” sighed Catherine ; “ but perhaps it may come to nothing , or it may hold up before twelve . ” 
Catherine Morland	agent	mind	that will not signify ; I never mind dirt . ” 
Catherine Morland	agent	mind	“ No , ” replied her friend very placidly , “ I know you never mind dirt . ” After a short pause , “ It comes on faster and faster ! ” said Catherine , as she stood watching at a window . 
Catherine Morland	agent	said	“ No , ” replied her friend very placidly , “ I know you never mind dirt . ” After a short pause , “ It comes on faster and faster ! ” said Catherine , as she stood watching at a window . 
Catherine Morland	agent	hate	How I hate the sight of an umbrella ! ” 
Catherine Morland	agent	take	I would much rather take a chair at any time . ” “ It was such a nice - looking morning ! 
Catherine Morland	agent	felt	i felt so convinced it would be dry ! ” 
Catherine Morland	agent	hope	I hope Mr. Allen will put on his greatcoat when he goes , but I dare say he will not , for he had rather do anything in the world than walk out in a greatcoat ; I wonder he should dislike it , it must be so comfortable . 
Catherine Morland	agent	dare	I hope Mr. Allen will put on his greatcoat when he goes , but I dare say he will not , for he had rather do anything in the world than walk out in a greatcoat ; I wonder he should dislike it , it must be so comfortable . 
Catherine Morland	agent	dare	I hope Mr. Allen will put on his greatcoat when he goes , but I dare say he will not , for he had rather do anything in the world than walk out in a greatcoat ; I wonder he should dislike it , it must be so comfortable . 
Catherine Morland	agent	wonder	I hope Mr. Allen will put on his greatcoat when he goes , but I dare say he will not , for he had rather do anything in the world than walk out in a greatcoat ; I wonder he should dislike it , it must be so comfortable . 
Catherine Morland	agent	went	Catherine went every five minutes to the clock , threatening on each return that , if it still kept on raining another five minutes , she would give up the matter as hopeless . 
Catherine Morland	agent	despair	“ I do not quite despair yet . 
Catherine Morland	agent	give	I shall not give it up till a quarter after twelve . 
Catherine Morland	agent	give	There , it is twenty minutes after twelve , and now I _ shall _ give it up entirely . 
Catherine Morland	agent	expect	But whether Catherine might still expect her friends , whether there had not been too much rain for Miss Tilney to venture , must yet be a question . 
Catherine Morland	agent	doubt	“ I doubt our being able to do so much , ” said Morland . 
Catherine Morland	agent	said	“ I doubt our being able to do so much , ” said Morland . 
Catherine Morland	agent	cried	“ Blaize Castle ! ” cried Catherine . 
Catherine Morland	agent	like	“ Then I should like to see it ; but I cannot — I can not go . 
Catherine Morland	agent	go	“ Then I should like to see it ; but I cannot — I can not go . 
